Age,PreviousPurchases,TrafficSource,TimeOnSite,CartValue,ViewedReviews,PagesVisited,Device,AddedToCart,Converted
51,2,Email,10.26,109.52,0,5,Desktop,1,0
49,5,Social Media,4.95,77.45,1,14,Tablet,1,0
38,3,Organic,13.03,153.65,1,3,Mobile,1,1
21,1,Organic,5.85,117.33,1,1,Tablet,1,1
63,4,Ads,12.27,5.0,0,3,Desktop,1,1
55,1,Social Media,7.65,77.03,1,16,Desktop,1,0
24,2,Email,8.61,50.97,0,5,Tablet,1,1
36,4,Ads,12.03,159.08,1,19,Mobile,0,0
44,1,Social Media,5.29,100.02,0,10,Tablet,1,1
19,1,Social Media,9.51,22.66,1,2,Mobile,1,0
55,3,Organic,7.83,50.39,1,18,Mobile,1,0
48,4,Social Media,5.68,91.7,1,7,Mobile,1,0
57,3,Ads,9.26,151.65,1,19,Desktop,1,0
53,5,Organic,8.35,117.23,1,6,Desktop,1,0
21,3,Email,9.32,60.74,0,13,Desktop,0,0
48,2,Social Media,9.46,115.15,1,3,Tablet,1,1
55,5,Ads,5.62,148.15,0,5,Mobile,0,0
42,4,Email,7.73,195.73,1,8,Desktop,1,0
25,6,Email,8.47,110.97,1,12,Tablet,1,1
54,1,Organic,11.33,96.45,0,9,Mobile,0,1
49,3,Social Media,11.89,158.76,1,7,Mobile,0,0
64,2,Organic,4.74,196.13,1,6,Desktop,1,1
61,0,Email,5.12,135.71,1,9,Desktop,1,1
23,2,Email,9.15,111.97,0,3,Tablet,1,0
24,3,Social Media,9.54,70.01,1,5,Tablet,1,1
50,2,Organic,12.78,59.07,1,10,Tablet,1,0
21,3,Ads,6.58,222.6,1,17,Desktop,1,1
52,4,Ads,8.82,129.03,1,6,Desktop,1,0
22,3,Ads,9.77,153.45,1,2,Desktop,1,1
51,4,Email,5.8,164.28,1,4,Desktop,0,1
60,4,Ads,6.92,104.56,1,5,Desktop,1,1
36,1,Social Media,1.0,125.48,1,18,Tablet,0,1
43,5,Organic,11.97,164.11,1,9,Mobile,1,0
19,3,Email,10.72,170.06,1,18,Mobile,1,1
27,1,Email,8.06,154.96,1,10,Tablet,1,0
55,3,Organic,7.87,108.83,1,2,Desktop,1,0
50,4,Organic,6.62,96.25,1,5,Tablet,0,0
43,4,Email,8.29,104.42,0,6,Tablet,0,0
23,2,Email,9.33,117.7,0,14,Tablet,1,1
57,3,Email,10.83,119.47,0,13,Desktop,0,1
30,5,Ads,4.44,169.93,0,18,Mobile,0,1
63,3,Social Media,11.07,60.31,1,13,Mobile,1,1
59,3,Organic,8.0,73.07,1,13,Desktop,0,0
29,4,Social Media,5.71,149.13,1,10,Mobile,0,1
54,3,Email,7.9,74.14,0,19,Mobile,1,1
24,4,Organic,7.27,84.61,1,6,Tablet,1,1
28,1,Ads,12.25,77.03,0,12,Tablet,0,0
25,2,Ads,7.56,66.8,0,8,Tablet,0,1
35,3,Ads,8.3,173.78,1,1,Mobile,0,0
50,3,Organic,3.81,162.88,1,8,Tablet,1,0
41,6,Ads,10.11,200.31,0,10,Desktop,1,1
61,4,Ads,5.69,51.13,1,10,Desktop,0,0
58,2,Social Media,9.56,134.54,1,10,Desktop,1,1
39,2,Social Media,9.44,78.42,1,3,Desktop,1,1
55,2,Email,6.57,70.19,1,7,Tablet,0,0
39,1,Email,9.54,38.84,0,14,Desktop,0,0
23,7,Email,7.2,112.4,0,6,Mobile,1,1
33,2,Social Media,7.62,38.34,1,1,Tablet,1,1
52,2,Email,6.99,112.1,1,13,Desktop,0,0
57,3,Email,6.7,12.16,0,15,Tablet,0,1
53,6,Organic,14.99,92.64,1,12,Mobile,0,0
33,6,Organic,6.55,233.62,1,11,Tablet,1,1
63,5,Organic,11.06,210.84,1,17,Desktop,1,1
49,5,Social Media,7.42,74.36,1,11,Tablet,1,1
34,3,Ads,9.96,187.74,1,2,Desktop,1,0
31,3,Social Media,12.52,163.98,0,10,Tablet,1,1
46,6,Social Media,13.0,72.2,1,4,Tablet,1,1
48,4,Organic,12.46,64.34,1,13,Mobile,1,1
22,2,Social Media,7.0,202.9,1,13,Tablet,1,1
42,2,Social Media,6.33,151.03,1,11,Desktop,1,1
40,5,Email,8.35,41.3,1,16,Mobile,1,1
59,7,Ads,10.12,135.36,1,4,Tablet,1,0
34,1,Ads,15.88,109.87,0,9,Desktop,1,1
29,1,Email,5.28,94.67,0,7,Desktop,0,0
34,8,Ads,11.47,187.57,1,5,Tablet,1,1
36,1,Social Media,12.02,125.55,0,12,Desktop,0,0
25,1,Social Media,8.92,94.49,0,15,Tablet,0,1
55,3,Social Media,9.64,163.54,1,13,Tablet,1,1
34,2,Email,8.47,124.12,1,14,Mobile,1,0
34,3,Social Media,6.55,21.82,0,17,Desktop,1,1
56,1,Social Media,9.42,21.46,1,2,Tablet,1,1
32,2,Email,9.78,165.61,1,3,Desktop,0,0
40,2,Social Media,9.47,263.08,0,17,Desktop,1,1
64,4,Organic,3.13,158.67,1,17,Tablet,1,0
46,1,Ads,8.4,141.75,1,11,Mobile,0,1
22,5,Social Media,10.27,111.99,0,3,Desktop,0,0
55,2,Email,3.19,102.22,0,2,Mobile,1,1
21,3,Ads,11.48,145.61,1,15,Tablet,1,1
57,4,Organic,7.98,70.16,1,15,Mobile,1,1
19,4,Organic,10.78,82.17,1,13,Desktop,0,1
30,3,Email,6.63,95.54,0,16,Mobile,0,0
43,1,Organic,3.87,158.75,1,18,Mobile,0,0
49,4,Social Media,9.7,179.66,1,7,Desktop,0,1
27,6,Ads,6.13,103.38,1,4,Tablet,1,1
62,1,Ads,6.03,182.44,1,4,Desktop,1,0
57,4,Organic,8.87,277.04,1,15,Desktop,1,0
36,1,Ads,5.46,61.25,1,8,Mobile,0,0
58,3,Organic,8.08,133.69,0,12,Tablet,1,1
27,7,Organic,3.34,180.29,1,12,Tablet,0,0
37,2,Organic,8.44,153.22,1,4,Mobile,0,1
30,0,Organic,7.72,153.09,0,18,Tablet,1,1
26,2,Email,8.84,135.92,1,11,Tablet,0,1
47,8,Ads,5.71,108.85,0,3,Mobile,0,1
46,3,Ads,6.69,67.51,1,16,Mobile,1,0
47,4,Social Media,7.46,115.04,1,6,Tablet,1,1
23,2,Email,2.7,159.0,0,8,Tablet,1,0
44,4,Email,10.37,130.18,1,10,Mobile,0,1
52,3,Organic,2.69,77.78,1,6,Tablet,1,1
37,1,Email,7.45,144.73,0,18,Mobile,0,0
41,1,Ads,4.9,57.11,0,16,Desktop,0,0
19,3,Email,14.38,166.17,1,1,Tablet,1,1
21,2,Social Media,5.55,167.09,0,4,Desktop,1,0
45,1,Email,7.05,139.76,1,10,Tablet,1,1
32,5,Social Media,9.06,84.14,1,10,Tablet,0,1
63,3,Organic,9.82,151.82,1,6,Mobile,1,0
19,2,Organic,3.92,211.34,1,15,Desktop,1,1
28,3,Organic,9.12,41.74,1,1,Desktop,1,0
63,3,Organic,6.78,214.69,0,14,Tablet,1,0
57,3,Email,3.76,110.57,1,5,Tablet,1,1
34,1,Social Media,1.0,66.37,1,10,Desktop,0,0
39,1,Email,9.89,22.25,1,12,Desktop,1,1
18,5,Email,8.01,90.28,1,6,Mobile,1,1
28,3,Email,5.56,81.49,0,3,Tablet,1,0
29,4,Organic,4.71,149.22,1,16,Mobile,1,1
23,3,Social Media,3.58,141.12,1,10,Mobile,0,0
46,4,Email,4.56,173.99,1,16,Mobile,0,0
45,4,Ads,9.77,198.65,1,17,Mobile,0,1
31,0,Ads,4.44,119.04,1,17,Tablet,1,1
41,4,Ads,7.6,311.06,0,3,Tablet,1,1
61,3,Email,7.04,58.92,1,14,Mobile,1,0
49,3,Social Media,6.74,125.4,0,6,Mobile,1,1
36,4,Organic,6.92,105.14,0,4,Mobile,1,0
41,3,Organic,8.9,5.0,1,14,Mobile,1,0
26,1,Ads,4.01,231.92,0,19,Mobile,1,0
27,3,Ads,6.1,60.05,1,15,Mobile,1,1
39,2,Ads,12.45,5.0,1,8,Desktop,1,0
25,2,Social Media,1.0,244.22,1,11,Tablet,1,1
34,2,Ads,12.76,177.36,1,12,Mobile,1,0
51,2,Social Media,13.93,151.59,1,5,Mobile,1,0
42,5,Email,13.15,145.41,1,18,Desktop,1,1
34,6,Email,12.56,126.1,1,11,Tablet,0,1
34,1,Organic,4.52,32.8,1,6,Desktop,1,0
28,2,Ads,8.34,142.41,1,5,Tablet,1,1
41,7,Organic,12.38,107.56,0,10,Desktop,1,1
32,2,Organic,5.32,189.44,0,7,Tablet,1,0
39,5,Organic,7.76,103.61,1,4,Tablet,1,0
42,3,Ads,7.05,220.43,1,11,Desktop,1,0
57,2,Email,11.43,142.56,0,10,Tablet,1,1
30,6,Organic,10.71,139.42,1,6,Desktop,1,1
40,2,Email,9.04,38.07,0,14,Desktop,0,1
61,0,Organic,10.95,62.32,0,1,Desktop,0,1
31,1,Organic,7.2,137.63,1,17,Tablet,1,1
37,6,Email,7.05,144.6,1,3,Tablet,1,1
22,6,Social Media,8.87,199.28,1,6,Tablet,1,1
48,2,Ads,9.81,111.68,0,3,Desktop,1,0
18,1,Ads,7.67,194.38,1,4,Tablet,1,0
28,1,Organic,8.99,95.38,1,5,Desktop,1,1
45,3,Email,5.78,110.86,1,9,Desktop,1,1
25,5,Social Media,5.14,175.76,1,5,Tablet,1,1
34,3,Organic,10.35,171.62,1,4,Tablet,1,0
36,4,Email,7.58,64.57,1,17,Mobile,1,1
52,2,Social Media,2.44,225.54,0,12,Tablet,0,1
37,3,Email,6.85,97.45,1,2,Mobile,0,1
44,4,Organic,10.01,63.36,0,12,Mobile,1,1
31,2,Social Media,14.79,89.72,1,9,Mobile,1,0
53,1,Social Media,5.2,162.58,0,2,Tablet,1,0
44,1,Ads,7.61,167.54,0,15,Mobile,0,1
46,0,Social Media,7.76,133.83,1,8,Tablet,0,1
26,6,Email,8.02,124.69,1,14,Mobile,0,1
40,1,Ads,9.19,91.57,0,3,Mobile,1,1
24,5,Email,7.81,16.68,1,8,Tablet,1,1
60,3,Email,6.18,104.45,1,15,Desktop,1,0
51,7,Ads,7.23,81.17,0,1,Desktop,1,0
24,2,Email,10.83,54.27,1,11,Mobile,0,1
32,5,Organic,7.62,87.6,1,10,Mobile,1,0
51,4,Ads,4.12,207.53,1,6,Desktop,1,1
63,3,Organic,8.58,215.53,0,16,Desktop,1,1
38,2,Social Media,7.92,108.5,0,4,Desktop,1,0
58,2,Organic,8.41,93.52,0,7,Tablet,1,0
56,2,Organic,7.46,204.53,0,7,Desktop,0,1
55,1,Organic,6.17,104.02,0,16,Mobile,1,1
51,7,Ads,13.41,105.97,1,8,Tablet,1,1
58,5,Email,9.05,103.73,1,17,Tablet,0,1
42,6,Email,9.72,147.21,1,4,Mobile,1,1
60,8,Organic,10.67,146.64,0,12,Desktop,1,1
38,4,Organic,7.46,176.87,1,10,Tablet,0,0
52,5,Email,5.87,221.61,1,9,Tablet,0,1
50,4,Organic,10.25,119.87,0,3,Mobile,1,0
30,7,Organic,2.23,111.64,0,8,Desktop,1,0
32,5,Social Media,7.76,171.41,1,7,Mobile,1,1
58,1,Organic,7.83,137.63,1,7,Mobile,1,1
35,4,Email,5.69,100.22,1,13,Desktop,0,0
41,5,Ads,6.5,64.63,1,17,Tablet,0,0
61,3,Organic,11.34,203.62,1,13,Tablet,1,0
25,1,Social Media,13.39,81.82,1,6,Mobile,1,1
56,3,Email,6.16,99.67,0,3,Tablet,1,0
54,3,Ads,12.85,239.6,1,13,Desktop,0,1
53,2,Ads,4.63,88.2,1,12,Tablet,0,0
29,2,Ads,13.32,161.35,0,6,Desktop,0,0
55,2,Ads,7.39,70.87,0,13,Tablet,1,1
45,1,Ads,12.58,154.21,0,4,Tablet,0,0
21,1,Organic,10.52,19.23,0,7,Desktop,1,1
24,2,Ads,7.26,36.5,1,7,Desktop,1,1
40,5,Ads,7.96,125.75,0,5,Mobile,1,1
25,1,Organic,5.0,144.85,1,5,Desktop,1,0
60,2,Organic,7.84,67.63,1,3,Tablet,1,1
62,3,Ads,6.0,5.0,1,10,Tablet,0,1
44,5,Social Media,8.21,68.78,1,5,Tablet,1,0
24,2,Email,12.4,92.37,0,12,Desktop,1,1
52,3,Organic,10.49,22.09,0,4,Tablet,1,1
29,4,Ads,8.9,92.0,1,16,Desktop,1,1
44,1,Social Media,10.88,81.37,1,1,Desktop,0,1
62,5,Organic,7.29,5.0,1,17,Tablet,0,0
30,3,Email,8.35,80.88,1,15,Desktop,1,0
64,4,Email,5.18,122.39,1,4,Mobile,0,1
35,3,Ads,11.33,52.37,1,8,Desktop,1,1
33,2,Organic,3.98,182.24,0,16,Tablet,1,1
44,9,Social Media,12.95,171.65,0,19,Desktop,1,1
45,3,Organic,9.91,306.54,0,16,Tablet,1,1
35,3,Email,10.43,62.51,0,3,Desktop,1,0
45,2,Organic,6.54,130.96,1,3,Desktop,0,1
28,5,Ads,9.61,105.9,1,9,Mobile,1,0
35,4,Email,7.8,134.16,1,17,Desktop,1,1
62,4,Social Media,11.09,76.21,1,13,Tablet,0,1
40,2,Social Media,12.99,59.57,1,16,Tablet,1,0
53,5,Social Media,4.57,164.75,1,15,Desktop,1,1
37,3,Email,6.31,107.61,0,4,Mobile,1,1
61,2,Ads,14.13,133.51,0,1,Desktop,1,0
37,4,Organic,9.89,102.63,0,12,Tablet,1,0
24,1,Email,7.17,100.51,0,10,Tablet,1,1
20,4,Ads,8.8,148.75,1,9,Mobile,1,1
21,3,Ads,5.45,96.07,1,9,Mobile,1,1
30,3,Organic,9.56,159.25,0,8,Mobile,1,1
54,1,Email,11.61,87.03,1,12,Mobile,0,0
52,1,Social Media,10.64,13.91,1,17,Mobile,1,1
24,5,Organic,7.27,20.29,1,4,Desktop,1,0
19,6,Social Media,9.25,133.59,0,15,Tablet,1,0
62,5,Organic,7.49,82.1,1,4,Desktop,1,0
20,3,Social Media,11.03,175.21,0,19,Tablet,1,1
32,3,Ads,3.13,179.76,1,3,Desktop,1,1
51,3,Email,8.97,92.1,1,7,Tablet,1,0
47,5,Email,10.82,67.23,1,19,Mobile,1,1
62,3,Social Media,3.36,139.38,1,14,Mobile,1,1
50,0,Social Media,3.29,51.18,1,9,Tablet,0,1
51,3,Organic,6.95,121.54,0,7,Mobile,1,0
25,2,Email,7.62,108.95,1,7,Mobile,1,1
35,5,Social Media,8.22,5.0,0,17,Desktop,1,0
36,4,Organic,5.46,134.44,1,12,Desktop,0,0
58,1,Organic,6.77,28.23,0,17,Desktop,1,0
23,6,Organic,11.3,69.51,0,8,Desktop,1,0
56,2,Social Media,7.55,57.83,1,8,Desktop,1,1
33,2,Social Media,5.4,125.43,1,18,Desktop,1,1
19,2,Ads,8.8,106.61,1,11,Desktop,0,0
54,0,Social Media,16.16,94.8,1,11,Desktop,1,1
39,2,Email,8.02,150.5,1,4,Desktop,1,1
26,2,Social Media,2.1,132.19,1,12,Desktop,1,0
62,6,Ads,10.67,141.2,1,12,Desktop,1,0
48,2,Ads,1.49,65.09,1,5,Mobile,1,0
24,3,Social Media,9.36,81.25,0,4,Tablet,1,0
36,2,Organic,7.81,213.3,0,9,Desktop,0,1
35,4,Social Media,9.97,78.06,0,5,Mobile,1,1
39,3,Email,11.12,45.71,1,3,Mobile,1,1
63,4,Email,11.85,105.32,1,10,Tablet,0,0
18,6,Ads,7.96,129.96,0,9,Mobile,0,0
24,4,Social Media,8.02,109.42,0,18,Desktop,0,1
55,5,Ads,8.0,117.35,1,9,Mobile,0,1
40,2,Ads,6.58,276.44,1,1,Tablet,1,1
27,3,Email,6.9,43.18,0,13,Mobile,0,1
61,3,Organic,5.14,202.31,1,8,Mobile,1,1
55,0,Ads,8.64,134.43,0,5,Mobile,1,1
62,2,Organic,5.42,117.54,0,5,Mobile,1,1
40,7,Organic,7.65,127.39,1,4,Tablet,1,0
44,3,Ads,5.03,107.37,0,4,Desktop,1,1
59,1,Social Media,17.73,219.65,0,15,Mobile,1,1
23,2,Organic,5.73,200.08,0,10,Mobile,1,1
37,2,Organic,6.79,41.23,1,5,Desktop,0,1
35,1,Organic,12.88,147.84,0,7,Desktop,1,1
48,2,Ads,8.19,131.52,1,6,Tablet,1,0
33,3,Social Media,9.64,130.81,0,13,Mobile,1,1
49,5,Email,8.46,132.45,1,13,Desktop,0,1
42,2,Social Media,11.25,216.96,0,16,Desktop,1,1
29,3,Organic,7.33,115.83,1,4,Desktop,1,1
60,3,Email,5.56,85.8,1,4,Tablet,0,0
46,7,Social Media,4.03,209.92,1,11,Desktop,1,1
54,1,Organic,10.92,189.12,1,18,Tablet,1,1
32,5,Organic,10.83,149.06,0,15,Tablet,0,0
57,3,Ads,9.78,157.81,0,19,Desktop,1,1
50,4,Ads,9.18,5.0,0,8,Mobile,1,1
34,7,Ads,2.83,138.68,1,7,Mobile,1,0
30,2,Ads,10.59,96.91,0,5,Tablet,1,0
61,1,Ads,10.26,197.97,0,3,Tablet,0,1
33,2,Organic,11.0,96.72,1,4,Desktop,0,1
21,6,Email,11.29,97.13,1,12,Desktop,1,0
44,4,Organic,8.38,150.4,1,7,Desktop,0,0
55,3,Email,12.02,185.34,1,15,Tablet,1,1
42,1,Organic,10.28,193.96,1,11,Tablet,1,0
36,2,Email,8.34,167.68,0,11,Tablet,1,0
49,5,Social Media,4.8,93.51,1,13,Desktop,1,1
27,3,Email,10.45,33.62,0,7,Tablet,1,1
58,4,Social Media,8.92,115.37,0,10,Tablet,1,1
41,2,Email,8.7,78.16,0,9,Desktop,0,0
25,3,Social Media,12.04,120.97,0,1,Tablet,1,1
52,5,Organic,13.26,169.36,1,4,Desktop,1,0
40,5,Email,10.76,184.07,0,1,Mobile,0,1
63,1,Ads,5.51,191.35,1,11,Mobile,1,0
58,4,Ads,8.31,174.98,1,12,Mobile,1,1
34,3,Ads,12.05,147.06,1,2,Tablet,1,1
30,3,Social Media,8.22,183.59,1,4,Desktop,1,0
28,1,Ads,7.97,154.68,1,3,Mobile,1,0
31,5,Organic,4.9,136.88,0,7,Mobile,1,0
33,4,Email,9.97,83.99,1,2,Desktop,1,1
18,0,Ads,12.03,54.01,1,9,Mobile,0,0
24,5,Email,9.86,139.91,0,13,Desktop,1,0
19,1,Email,13.31,5.0,1,2,Desktop,0,0
28,1,Ads,5.69,63.96,1,13,Desktop,0,1
33,5,Email,13.44,63.62,0,12,Tablet,1,0
18,3,Organic,6.92,76.81,1,2,Tablet,1,1
53,3,Email,5.05,158.03,0,12,Mobile,1,0
44,4,Social Media,1.0,238.39,1,19,Tablet,1,0
29,2,Ads,3.99,230.86,1,11,Mobile,1,0
21,4,Organic,5.59,192.99,0,2,Tablet,1,1
42,1,Email,13.38,114.2,1,5,Desktop,0,1
37,3,Ads,7.48,103.67,1,14,Tablet,1,1
37,3,Email,8.43,175.55,1,9,Desktop,1,1
63,1,Organic,12.52,109.74,1,8,Desktop,1,1
48,4,Ads,9.48,21.82,1,8,Tablet,0,1
29,2,Social Media,12.19,108.01,0,3,Desktop,0,0
22,4,Ads,8.05,173.04,1,11,Mobile,1,0
51,2,Organic,8.23,178.48,1,19,Tablet,1,1
57,5,Organic,3.94,75.59,0,10,Mobile,1,1
29,4,Email,3.61,150.5,1,14,Desktop,1,0
53,3,Ads,9.07,233.03,0,1,Desktop,0,0
18,3,Organic,1.16,53.29,1,4,Mobile,0,0
22,3,Social Media,4.68,170.7,1,14,Tablet,1,0
24,4,Organic,8.3,72.73,0,11,Mobile,1,1
30,1,Organic,2.73,138.66,1,3,Tablet,1,0
59,1,Organic,10.15,189.34,1,17,Mobile,0,0
62,3,Organic,5.97,89.99,0,8,Mobile,0,0
27,5,Email,8.84,122.77,1,12,Mobile,1,1
38,3,Organic,5.47,5.0,0,2,Mobile,1,1
49,4,Email,13.1,168.87,1,3,Tablet,0,1
32,2,Social Media,14.0,166.53,1,7,Tablet,1,0
29,1,Social Media,11.7,145.67,1,3,Tablet,1,0
38,2,Organic,3.61,153.79,1,9,Tablet,0,1
53,3,Organic,10.42,51.37,0,18,Desktop,1,1
47,0,Email,10.9,115.99,1,6,Tablet,1,0
47,6,Social Media,8.12,45.43,0,7,Tablet,1,1
35,3,Email,3.7,240.1,1,6,Tablet,1,1
44,3,Organic,10.96,174.76,1,7,Mobile,1,1
59,2,Email,7.25,190.48,1,16,Tablet,1,0
33,0,Social Media,7.62,231.15,1,9,Tablet,0,0
32,4,Ads,11.38,134.59,0,14,Desktop,0,1
31,2,Social Media,10.11,132.99,0,1,Desktop,0,0
26,4,Organic,6.36,61.51,1,19,Tablet,0,0
30,4,Social Media,11.03,9.4,1,19,Desktop,1,1
21,4,Email,10.38,67.65,1,12,Desktop,1,1
63,4,Email,7.18,107.83,0,13,Mobile,0,0
61,2,Email,8.82,58.58,1,17,Mobile,1,1
28,3,Organic,8.64,97.62,0,5,Tablet,1,0
45,5,Organic,7.07,108.38,1,9,Tablet,1,1
51,4,Social Media,8.3,156.37,1,19,Tablet,1,0
34,1,Organic,6.43,10.94,0,2,Desktop,0,0
49,2,Social Media,12.07,205.49,1,1,Mobile,1,0
31,1,Ads,8.57,128.4,0,6,Desktop,1,0
46,3,Ads,4.86,99.48,0,9,Desktop,0,1
39,2,Ads,3.57,146.69,1,14,Mobile,0,0
19,2,Social Media,4.83,67.15,1,11,Desktop,1,0
21,8,Organic,6.75,132.31,0,18,Tablet,1,0
57,4,Social Media,13.77,101.5,1,8,Tablet,0,1
42,4,Social Media,3.62,127.49,0,10,Mobile,1,1
59,2,Organic,8.36,97.53,0,19,Tablet,1,0
35,7,Organic,5.95,98.5,1,15,Desktop,0,1
25,6,Organic,6.68,132.0,0,19,Mobile,0,1
27,11,Social Media,4.3,155.16,0,19,Mobile,1,0
25,3,Email,7.89,128.21,1,10,Mobile,1,1
62,3,Social Media,7.42,202.08,1,15,Tablet,1,1
27,2,Email,9.88,135.5,1,2,Tablet,1,0
59,2,Ads,8.4,86.97,1,5,Mobile,1,1
59,2,Social Media,7.16,5.0,0,3,Tablet,1,0
36,1,Email,11.02,91.95,0,18,Desktop,1,1
44,1,Organic,7.35,171.68,1,17,Mobile,0,1
29,4,Email,11.11,76.21,1,13,Mobile,1,1
27,5,Ads,6.66,193.12,1,4,Desktop,1,1
54,2,Ads,11.73,121.72,1,9,Mobile,1,1
19,3,Ads,10.22,75.05,1,13,Tablet,1,1
33,3,Email,2.66,106.88,1,18,Tablet,0,0
44,1,Email,8.44,129.37,1,11,Mobile,1,1
42,4,Ads,6.55,168.29,1,8,Desktop,1,1
64,2,Organic,6.51,176.34,0,3,Desktop,1,0
48,3,Ads,13.77,121.77,1,13,Tablet,0,0
26,2,Social Media,8.99,152.63,1,11,Desktop,0,0
20,0,Organic,9.42,123.1,1,6,Desktop,0,1
40,2,Email,3.78,151.37,0,9,Tablet,1,1
23,2,Organic,7.63,134.39,0,6,Desktop,1,0
18,1,Email,6.26,5.0,1,4,Desktop,0,0
23,3,Organic,4.04,156.05,1,12,Mobile,1,0
20,1,Email,10.01,94.74,0,16,Mobile,1,0
33,6,Ads,10.38,111.64,1,16,Desktop,1,1
45,4,Social Media,6.3,5.0,1,18,Desktop,1,1
61,4,Organic,7.47,167.82,1,6,Tablet,1,1
37,2,Social Media,5.24,61.17,1,4,Desktop,0,0
63,3,Organic,7.33,209.07,0,10,Tablet,1,1
19,5,Social Media,12.81,173.24,0,6,Mobile,1,0
21,4,Email,10.88,93.96,0,15,Desktop,1,1
45,3,Ads,8.46,78.84,1,7,Mobile,1,0
26,4,Email,12.72,48.31,1,12,Desktop,0,0
47,5,Social Media,4.57,143.36,1,7,Tablet,1,0
41,3,Email,5.11,38.68,1,2,Mobile,0,0
32,1,Ads,10.2,198.02,0,1,Tablet,0,1
43,1,Social Media,5.43,220.43,1,12,Tablet,1,1
24,2,Email,4.99,97.24,1,19,Mobile,1,1
61,2,Email,5.59,150.22,0,12,Desktop,1,1
58,5,Organic,4.57,79.28,1,10,Desktop,1,0
28,5,Organic,6.92,47.29,1,16,Mobile,1,1
34,4,Organic,6.11,33.85,0,5,Desktop,1,1
35,4,Ads,9.92,32.66,1,10,Desktop,1,1
43,2,Social Media,7.27,159.21,1,5,Mobile,1,1
52,3,Ads,11.11,129.21,1,9,Mobile,1,1
48,1,Ads,12.56,195.71,0,2,Mobile,1,1
31,4,Ads,8.36,39.18,1,1,Desktop,1,1
45,4,Organic,7.68,108.02,0,5,Tablet,0,0
51,7,Organic,11.38,66.32,1,4,Desktop,1,1
58,1,Ads,7.33,146.31,0,7,Tablet,1,0
39,7,Email,10.09,5.0,0,8,Desktop,1,1
56,5,Social Media,5.58,165.53,1,13,Mobile,1,0
49,0,Ads,5.71,207.1,1,7,Tablet,1,0
54,6,Email,5.81,5.0,1,19,Mobile,1,1
54,2,Ads,2.63,195.86,0,10,Desktop,1,0
54,4,Social Media,8.74,69.8,0,16,Desktop,0,1
45,4,Organic,9.55,79.62,1,19,Desktop,1,1
39,2,Ads,4.37,139.96,1,6,Desktop,1,0
48,3,Email,8.94,13.27,0,16,Desktop,1,0
50,3,Organic,5.13,98.66,1,10,Tablet,0,1
52,2,Email,8.1,187.11,1,18,Desktop,1,0
49,5,Ads,4.35,42.49,1,9,Tablet,1,0
38,5,Ads,3.43,130.82,0,1,Mobile,1,1
62,6,Social Media,8.43,146.36,1,4,Mobile,0,1
34,3,Social Media,6.32,19.4,0,19,Mobile,1,1
54,3,Ads,11.12,108.26,0,4,Desktop,0,1
63,1,Ads,8.26,107.89,1,13,Desktop,1,1
42,1,Ads,8.93,133.89,1,7,Mobile,1,0
36,2,Social Media,15.28,115.25,1,13,Tablet,1,1
54,4,Social Media,7.32,175.39,0,8,Mobile,1,1
52,1,Organic,7.16,72.53,0,5,Desktop,1,1
22,4,Organic,7.99,133.3,1,10,Desktop,1,1
50,3,Organic,5.42,106.65,0,4,Mobile,1,1
55,4,Email,5.5,226.96,0,8,Desktop,1,0
22,1,Organic,4.59,51.7,0,14,Tablet,0,1
57,4,Ads,1.17,142.41,0,10,Desktop,1,0
54,4,Email,11.17,21.9,1,18,Tablet,1,1
31,2,Social Media,11.04,77.57,1,6,Mobile,1,0
38,4,Organic,10.58,54.2,0,4,Desktop,0,0
32,2,Social Media,5.68,167.18,1,10,Mobile,0,1
36,5,Organic,3.54,132.01,1,15,Mobile,1,1
25,5,Organic,5.63,32.67,1,16,Desktop,1,0
42,1,Email,11.44,160.86,1,9,Desktop,1,0
26,6,Ads,5.83,127.6,1,5,Tablet,0,0
34,0,Social Media,14.69,98.85,1,14,Desktop,1,1
59,4,Ads,10.69,176.33,0,5,Desktop,1,1
53,2,Social Media,5.05,186.88,0,10,Tablet,0,0
37,3,Organic,4.26,48.13,1,15,Tablet,1,1
41,2,Email,8.11,36.89,1,8,Desktop,1,1
64,2,Ads,7.77,90.88,1,19,Tablet,1,1
41,3,Ads,11.89,11.18,0,2,Mobile,1,0
19,3,Social Media,4.94,13.72,1,14,Tablet,0,1
21,1,Organic,4.96,53.99,0,8,Desktop,1,1
30,3,Email,12.0,136.0,0,15,Tablet,0,1
29,1,Ads,11.11,136.12,1,13,Mobile,0,0
18,2,Email,12.75,14.63,1,4,Tablet,1,0
44,8,Organic,7.8,156.0,0,5,Desktop,1,0
41,5,Social Media,5.49,23.39,1,7,Desktop,1,1
34,3,Email,10.59,9.94,1,9,Tablet,0,0
52,3,Ads,7.94,165.38,1,3,Desktop,1,1
29,3,Organic,9.31,229.16,0,1,Desktop,1,1
43,1,Organic,10.87,59.34,1,19,Desktop,0,1
58,2,Organic,4.71,44.2,0,9,Mobile,0,1
31,3,Social Media,4.45,60.91,0,17,Tablet,1,0
28,2,Social Media,6.99,127.27,1,7,Desktop,1,1
52,4,Organic,7.68,138.96,1,16,Desktop,1,1
40,2,Social Media,4.49,148.2,0,6,Mobile,0,0
